"model","model_name","bench_class","scenario","scenario_kind","test","rtr_mode","n_threads","muge","flash_attn","avg_ts","stddev_ts","wall_seconds"
"Z:\files\gguf\lmstudio-community\Qwen3-30B-A3B-GGUF\Qwen3-30B-A3B-Q4_K_M.gguf","Qwen3-30B-A3B-Q4_K_M","in_ram","pp:512","pp","pp512","auto","16","False","True","311.174016","0","5.678"
"Z:\files\gguf\lmstudio-community\Qwen3-30B-A3B-GGUF\Qwen3-30B-A3B-Q4_K_M.gguf","Qwen3-30B-A3B-Q4_K_M","in_ram","tg:128","tg","tg128","auto","16","False","True","29.021863","0","8.389"
"Z:\files\gguf\lmstudio-community\Qwen3-30B-A3B-GGUF\Qwen3-30B-A3B-Q4_K_M.gguf","Qwen3-30B-A3B-Q4_K_M","in_ram","pg:512:128","pg","pp512","auto","16","False","True","309.004817","0","10.083"
"Z:\files\gguf\lmstudio-community\Qwen3-30B-A3B-GGUF\Qwen3-30B-A3B-Q4_K_M.gguf","Qwen3-30B-A3B-Q4_K_M","in_ram","pg:512:128","pg","tg128","auto","16","False","True","29.113185","0","10.083"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","pp:512","pp","pp512","off","16","False","True","225.298733","0","4.38"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","tg:128","tg","tg128","off","16","False","True","20.949768","0","7.943"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","pg:512:128","pg","pp512","off","16","False","True","232.495506","0","9.665"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","pg:512:128","pg","tg128","off","16","False","True","23.196423","0","9.665"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","pp:512","pp","pp512","on","16","False","True","253.19682","0","3.923"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","tg:128","tg","tg128","on","16","False","True","21.823528","0","7.851"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","pg:512:128","pg","pp512","on","16","False","True","234.474964","0","9.799"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","pg:512:128","pg","tg128","on","16","False","True","23.23925","0","9.799"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","pp:512","pp","pp512","auto","16","False","True","245.736767","0","4.255"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","tg:128","tg","tg128","auto","16","False","True","21.999029","0","7.908"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","pg:512:128","pg","pp512","auto","16","False","True","257.789523","0","9.633"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","pg:512:128","pg","tg128","auto","16","False","True","23.485345","0","9.633"
"Z:\files\gguf\lmstudio-community\Qwen3-30B-A3B-GGUF\Qwen3-30B-A3B-Q4_K_M.gguf","Qwen3-30B-A3B-Q4_K_M","in_ram","load:0:1","load_probe","tg1","off","16","False","True","4.633358","0","1.754"
"Z:\files\gguf\lmstudio-community\Qwen3-30B-A3B-GGUF\Qwen3-30B-A3B-Q4_K_M.gguf","Qwen3-30B-A3B-Q4_K_M","in_ram","load:0:1","load_probe","tg1","on","16","False","True","27.348258","0","3.777"
"Z:\files\gguf\lmstudio-community\Qwen3-30B-A3B-GGUF\Qwen3-30B-A3B-Q4_K_M.gguf","Qwen3-30B-A3B-Q4_K_M","in_ram","load:0:1","load_probe","tg1","auto","16","False","True","27.771221","0","4.1"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","load:0:1","load_probe","tg1","off","16","False","True","3.345494","0","1.805"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","load:0:1","load_probe","tg1","on","16","False","True","11.608928","0","1.888"
"Z:\files\gguf\lmstudio-community\gpt-oss-20b-GGUF\gpt-oss-20b-MXFP4.gguf","gpt-oss-20b-MXFP4","swap_bound","load:0:1","load_probe","tg1","auto","16","False","True","12.399917","0","2.142"
